date,machine_id,production_line,shift,units_produced,defect_count,good_units,downtime_hours,maintenance_cost,oee_score,availability,performance,quality
2024-06-24,Machine_02,Line_C,Night,87,1,86,0.99,167.98,81.55,95.87,87.0,97.77
2024-06-24,Machine_03,Line_D,Night,88,1,87,0.09,21.85,86.12,99.64,88.0,98.21
2024-06-24,Machine_04,Line_C,Morning,106,1,105,0.62,142.26,101.59,97.43,106.0,98.37
2024-06-24,Machine_05,Line_C,Morning,98,2,96,0.07,20.32,95.64,99.7,98.0,97.88
2024-06-24,Machine_06,Line_A,Night,110,1,109,1.1,211.24,103.39,95.4,110.0,98.53
2024-06-24,Machine_07,Line_C,Night,83,1,82,0.14,35.16,81.37,99.44,83.0,98.6
2024-06-24,Machine_08,Line_B,Night,91,2,89,0.44,114.63,87.13,98.15,91.0,97.56
2024-06-24,Machine_09,Line_A,Morning,107,2,105,0.38,39.33,102.63,98.4,107.0,97.47
2024-06-24,Machine_10,Line_D,Morning,89,2,87,0.57,146.46,84.07,97.62,89.0,96.76
2024-06-25,Machine_01,Line_A,Morning,82,3,79,1.09,139.85,74.69,95.46,82.0,95.41
2024-06-25,Machine_02,Line_D,Morning,117,2,115,0.84,246.44,110.53,96.52,117.0,97.87
2024-06-25,Machine_03,Line_A,Morning,104,3,101,0.4,58.98,99.24,98.34,104.0,97.03
2024-06-25,Machine_04,Line_A,Night,82,2,80,0.12,12.36,79.19,99.51,82.0,97.05
2024-06-25,Machine_05,Line_C,Morning,96,2,94,0.34,43.24,92.41,98.57,96.0,97.65
2024-06-25,Machine_06,Line_A,Night,107,1,106,0.91,258.74,101.17,96.19,107.0,98.3
2024-06-25,Machine_07,Line_C,Night,92,1,91,0.08,12.31,89.88,99.69,92.0,98.0
2024-06-25,Machine_08,Line_A,Morning,83,3,80,0.88,147.55,76.4,96.35,83.0,95.54
2024-06-25,Machine_09,Line_A,Morning,90,0,90,0.34,63.79,87.79,98.6,90.0,98.93
2024-06-25,Machine_10,Line_A,Evening,105,1,104,1.44,333.93,97.25,93.98,105.0,98.55
2024-06-26,Machine_01,Line_C,Evening,81,2,79,2.14,485.34,71.72,91.08,81.0,97.21
2024-06-26,Machine_02,Line_A,Night,96,2,94,0.12,26.54,92.73,99.52,96.0,97.06
2024-06-26,Machine_03,Line_B,Morning,106,2,104,0.04,7.64,103.19,99.81,106.0,97.53
2024-06-26,Machine_04,Line_B,Evening,91,1,90,0.53,65.46,87.18,97.8,91.0,97.96
2024-06-26,Machine_05,Line_D,Evening,98,4,94,0.19,50.27,93.03,99.19,98.0,95.7
2024-06-26,Machine_06,Line_C,Night,111,5,106,0.36,81.73,104.43,98.52,111.0,95.49
2024-06-26,Machine_07,Line_B,Night,96,2,94,0.46,47.78,91.27,98.08,96.0,96.93
2024-06-26,Machine_08,Line_D,Morning,108,3,105,0.04,7.34,104.49,99.85,108.0,96.9
2024-06-26,Machine_09,Line_C,Morning,85,2,83,0.04,9.86,82.55,99.81,85.0,97.3
2024-06-26,Machine_10,Line_C,Night,80,2,78,0.45,55.72,76.08,98.13,80.0,96.9
2024-06-27,Machine_01,Line_A,Evening,89,2,87,0.51,51.52,84.6,97.86,89.0,97.14
2024-06-27,Machine_02,Line_B,Night,111,3,108,0.21,56.47,106.97,99.12,111.0,97.22
2024-06-27,Machine_03,Line_D,Evening,83,2,81,1.19,139.41,76.93,95.06,83.0,97.51
2024-06-27,Machine_04,Line_B,Night,82,3,79,0.03,6.31,78.17,99.88,82.0,95.45
2024-06-27,Machine_05,Line_A,Night,87,4,83,0.09,14.58,82.47,99.61,87.0,95.16
2024-06-27,Machine_06,Line_B,Night,100,2,98,0.36,77.22,95.61,98.5,100.0,97.07
2024-06-27,Machine_07,Line_B,Evening,120,2,118,0.33,63.49,116.06,98.62,120.0,98.07
2024-06-27,Machine_08,Line_B,Evening,107,3,104,0.47,115.91,101.41,98.06,107.0,96.65
2024-06-27,Machine_09,Line_B,Evening,94,2,92,0.18,39.27,90.66,99.25,94.0,97.17
2024-06-27,Machine_10,Line_B,Night,118,4,114,0.82,150.89,109.16,96.57,118.0,95.79
2024-06-28,Machine_01,Line_A,Night,101,2,99,0.27,58.29,97.34,98.89,101.0,97.46
2024-06-28,Machine_02,Line_C,Morning,112,2,110,0.26,45.59,108.66,98.91,112.0,98.09
2024-06-28,Machine_03,Line_D,Evening,105,1,104,0.06,9.01,103.66,99.77,105.0,98.95
2024-06-28,Machine_04,Line_C,Evening,112,4,108,0.6,178.74,104.37,97.51,112.0,95.57
2024-06-28,Machine_05,Line_A,Evening,117,4,113,0.51,87.59,110.17,97.87,117.0,96.22
2024-06-28,Machine_06,Line_D,Night,102,3,99,0.02,2.13,98.18,99.94,102.0,96.32
2024-06-28,Machine_07,Line_B,Night,86,3,83,0.02,2.93,82.27,99.93,86.0,95.74
2024-06-28,Machine_08,Line_D,Night,87,1,86,0.18,32.66,84.52,99.24,87.0,97.89
2024-06-28,Machine_09,Line_C,Night,95,4,91,0.04,5.03,90.35,99.81,95.0,95.29
2024-06-28,Machine_10,Line_C,Evening,114,4,110,0.01,4.02,109.74,99.94,114.0,96.32
2024-06-29,Machine_01,Line_A,Evening,81,1,80,0.41,72.44,77.8,98.3,81.0,97.71
2024-06-29,Machine_02,Line_D,Morning,110,3,107,0.12,32.44,105.67,99.49,110.0,96.56
2024-06-29,Machine_03,Line_D,Morning,120,4,116,0.01,1.26,115.21,99.95,120.0,96.05
2024-06-29,Machine_04,Line_A,Evening,110,1,109,0.1,14.02,108.34,99.57,110.0,98.91
2024-06-29,Machine_05,Line_A,Evening,101,4,97,0.05,12.76,96.32,99.81,101.0,95.55
2024-06-29,Machine_06,Line_B,Night,100,3,97,0.92,216.29,93.07,96.17,100.0,96.77
2024-06-29,Machine_07,Line_C,Night,83,2,81,0.07,16.71,80.57,99.69,83.0,97.37
2024-06-29,Machine_08,Line_A,Evening,119,3,116,0.06,8.17,114.84,99.75,119.0,96.74
2024-06-29,Machine_09,Line_D,Night,116,4,112,0.06,11.96,111.14,99.77,116.0,96.03
2024-06-29,Machine_10,Line_D,Evening,107,4,103,0.35,54.09,100.74,98.54,107.0,95.54
2024-06-30,Machine_01,Line_B,Evening,86,1,85,0.97,240.74,80.74,95.97,86.0,97.82
2024-06-30,Machine_02,Line_C,Morning,102,3,99,0.13,27.32,97.92,99.44,102.0,96.54
2024-06-30,Machine_03,Line_D,Morning,107,1,106,2.28,524.37,95.26,90.52,107.0,98.35
2024-06-30,Machine_04,Line_B,Evening,109,4,105,0.56,112.06,101.64,97.66,109.0,95.48
2024-06-30,Machine_05,Line_B,Evening,85,2,83,0.46,90.44,81.13,98.08,85.0,97.31
2024-06-30,Machine_06,Line_B,Morning,118,4,114,0.03,7.13,113.85,99.87,118.0,96.61
2024-06-30,Machine_07,Line_B,Night,108,4,104,0.53,65.79,101.21,97.78,108.0,95.84
2024-06-30,Machine_08,Line_D,Evening,113,3,110,0.43,123.48,107.2,98.19,113.0,96.62
2024-06-30,Machine_09,Line_B,Night,92,3,89,0.52,103.19,86.28,97.83,92.0,95.86
2024-06-30,Machine_10,Line_C,Morning,99,3,96,0.24,65.89,94.31,98.98,99.0,96.24
2024-07-01,Machine_01,Line_D,Evening,81,3,78,0.12,31.14,77.55,99.5,81.0,96.22
2024-07-01,Machine_02,Line_D,Night,86,3,83,0.27,74.73,81.7,98.88,86.0,96.07
2024-07-01,Machine_03,Line_A,Night,120,5,115,0.25,67.49,113.57,98.94,120.0,95.66
2024-07-01,Machine_04,Line_C,Night,87,4,83,0.24,33.7,81.97,98.99,87.0,95.17
2024-07-01,Machine_05,Line_C,Morning,116,2,114,0.82,177.75,109.41,96.6,116.0,97.64
2024-07-01,Machine_06,Line_C,Night,96,3,93,0.79,220.17,89.58,96.7,96.0,96.5
2024-07-01,Machine_07,Line_C,Evening,108,3,105,0.12,16.55,104.17,99.5,108.0,96.94
2024-07-01,Machine_08,Line_D,Evening,90,0,90,0.16,22.05,88.48,99.35,90.0,98.95
2024-07-01,Machine_09,Line_A,Night,114,3,111,0.3,41.72,108.89,98.74,114.0,96.73
2024-07-01,Machine_10,Line_D,Evening,120,4,116,0.32,53.98,113.7,98.65,120.0,96.05
2024-07-02,Machine_01,Line_A,Night,105,2,103,0.02,3.24,102.68,99.91,105.0,97.88
2024-07-02,Machine_02,Line_C,Morning,101,4,97,0.5,142.97,94.54,97.92,101.0,95.59
2024-07-02,Machine_03,Line_D,Night,109,3,106,0.28,75.48,104.26,98.84,109.0,96.77
2024-07-02,Machine_04,Line_C,Night,103,3,100,0.73,90.39,96.44,96.94,103.0,96.58
2024-07-02,Machine_05,Line_C,Evening,120,5,115,0.97,258.92,110.0,95.97,120.0,95.52
2024-07-02,Machine_06,Line_B,Evening,115,4,111,0.05,7.7,110.06,99.8,115.0,95.9
2024-07-02,Machine_07,Line_A,Morning,91,3,88,0.13,32.29,86.57,99.45,91.0,95.65
2024-07-02,Machine_08,Line_D,Evening,92,3,89,1.88,279.85,81.83,92.18,92.0,96.49
2024-07-02,Machine_09,Line_B,Evening,114,3,111,0.57,162.46,107.95,97.63,114.0,97.0
2024-07-02,Machine_10,Line_A,Evening,90,3,87,0.48,90.7,84.55,98.01,90.0,95.85
2024-07-03,Machine_01,Line_D,Morning,87,2,85,0.89,249.09,81.82,96.27,87.0,97.69
2024-07-03,Machine_02,Line_D,Morning,83,1,82,0.32,77.71,79.99,98.66,83.0,97.69
2024-07-03,Machine_03,Line_C,Morning,104,3,101,0.27,37.11,99.54,98.87,104.0,96.8
2024-07-03,Machine_04,Line_B,Morning,91,4,87,1.26,297.69,81.94,94.76,91.0,95.03
2024-07-03,Machine_05,Line_C,Night,109,3,106,0.03,7.55,105.06,99.87,109.0,96.51
2024-07-03,Machine_06,Line_B,Evening,93,4,89,1.64,235.27,82.87,93.18,93.0,95.63
2024-07-03,Machine_07,Line_A,Morning,80,3,77,0.16,43.31,76.16,99.34,80.0,95.83
2024-07-03,Machine_08,Line_B,Night,120,2,118,0.33,64.94,115.88,98.61,120.0,97.93
2024-07-03,Machine_09,Line_D,Night,116,5,111,0.99,261.14,105.85,95.87,116.0,95.18
2024-07-03,Machine_10,Line_A,Night,96,3,93,0.02,3.58,92.48,99.91,96.0,96.41
2024-07-04,Machine_01,Line_B,Night,118,2,116,0.96,267.21,110.43,96.0,118.0,97.49
2024-07-04,Machine_02,Line_D,Night,120,5,115,0.08,8.8,114.04,99.67,120.0,95.35
2024-07-04,Machine_03,Line_A,Night,105,4,101,0.4,98.19,98.71,98.34,105.0,95.6
2024-07-04,Machine_04,Line_A,Night,111,4,107,0.93,230.65,102.41,96.14,111.0,95.96
2024-07-04,Machine_05,Line_A,Night,84,1,83,0.05,7.57,82.06,99.79,84.0,97.9
2024-07-04,Machine_06,Line_B,Night,93,4,89,2.81,620.63,78.13,88.31,93.0,95.13
2024-07-04,Machine_07,Line_C,Morning,88,3,85,0.11,13.41,83.77,99.55,88.0,95.63
2024-07-04,Machine_08,Line_D,Morning,83,0,83,0.27,65.88,81.23,98.89,83.0,98.97
2024-07-04,Machine_09,Line_D,Morning,80,2,78,0.3,40.23,76.59,98.77,80.0,96.93
2024-07-04,Machine_10,Line_B,Night,117,1,116,0.67,165.79,111.89,97.22,117.0,98.37
2024-07-05,Machine_01,Line_C,Morning,88,0,88,0.15,29.11,86.53,99.37,88.0,98.95
2024-07-05,Machine_02,Line_D,Evening,112,4,108,0.44,51.47,105.27,98.19,112.0,95.73
2024-07-05,Machine_03,Line_A,Morning,95,3,92,0.17,47.69,91.33,99.3,95.0,96.82
2024-07-05,Machine_04,Line_C,Night,94,1,93,0.79,113.54,89.69,96.72,94.0,98.65
2024-07-05,Machine_05,Line_D,Night,111,3,108,0.28,27.96,106.12,98.85,111.0,96.71
2024-07-05,Machine_06,Line_D,Morning,117,5,112,2.14,356.93,101.54,91.1,117.0,95.27
2024-07-05,Machine_07,Line_B,Evening,100,1,99,0.62,173.81,95.97,97.42,100.0,98.51
2024-07-05,Machine_08,Line_B,Evening,94,4,90,0.3,61.63,88.52,98.75,94.0,95.36
2024-07-05,Machine_09,Line_B,Night,99,2,97,0.15,37.52,96.21,99.37,99.0,97.8
2024-07-05,Machine_10,Line_D,Evening,103,4,99,0.25,65.3,97.35,98.96,103.0,95.5
2024-07-06,Machine_01,Line_B,Evening,101,1,100,0.01,1.21,99.53,99.96,101.0,98.59
2024-07-06,Machine_02,Line_B,Evening,113,3,110,0.19,47.06,108.16,99.21,113.0,96.48
2024-07-06,Machine_03,Line_B,Evening,82,3,79,0.18,27.08,78.07,99.24,82.0,95.94
2024-07-06,Machine_04,Line_C,Night,92,1,91,0.25,26.78,89.32,98.94,92.0,98.13
2024-07-06,Machine_05,Line_C,Night,100,1,99,0.36,74.58,97.46,98.48,100.0,98.97
2024-07-06,Machine_06,Line_D,Night,105,5,100,0.06,9.83,99.54,99.73,105.0,95.05
2024-07-06,Machine_07,Line_C,Morning,98,1,97,0.06,10.86,96.67,99.76,98.0,98.88
2024-07-06,Machine_08,Line_C,Morning,110,3,107,1.21,151.78,101.32,94.95,110.0,97.0
2024-07-06,Machine_09,Line_D,Night,99,2,97,0.49,146.25,94.56,97.97,99.0,97.5
2024-07-06,Machine_10,Line_D,Night,118,3,115,1.18,139.2,108.84,95.1,118.0,96.98
2024-07-07,Machine_01,Line_D,Night,119,4,115,0.34,75.43,112.52,98.59,119.0,95.91
2024-07-07,Machine_02,Line_C,Morning,118,2,116,0.13,18.91,114.95,99.47,118.0,97.93
2024-07-07,Machine_03,Line_C,Evening,94,4,90,1.15,261.84,85.03,95.19,94.0,95.02
2024-07-07,Machine_04,Line_D,Evening,89,3,86,0.37,101.06,84.4,98.48,89.0,96.3
2024-07-07,Machine_05,Line_D,Morning,100,4,96,0.0,0.66,95.44,99.98,100.0,95.46
2024-07-07,Machine_06,Line_D,Evening,116,4,112,0.19,45.2,110.46,99.23,116.0,95.97
2024-07-07,Machine_07,Line_D,Night,85,3,82,0.47,125.46,79.8,98.03,85.0,95.78
2024-07-07,Machine_08,Line_D,Night,90,1,89,0.05,7.17,88.53,99.81,90.0,98.55
2024-07-07,Machine_09,Line_D,Evening,118,2,116,0.55,116.37,112.48,97.71,118.0,97.56
2024-07-07,Machine_10,Line_A,Morning,94,4,90,1.36,234.54,84.43,94.32,94.0,95.22
2024-07-08,Machine_01,Line_A,Night,110,2,108,1.46,189.68,101.3,93.93,110.0,98.04
2024-07-08,Machine_02,Line_B,Evening,86,2,84,0.09,26.05,83.49,99.61,86.0,97.46
2024-07-08,Machine_03,Line_A,Evening,97,1,96,0.24,44.82,94.77,99.01,97.0,98.68
2024-07-08,Machine_04,Line_D,Morning,99,1,98,1.69,330.07,90.21,92.95,99.0,98.04
2024-07-08,Machine_05,Line_A,Evening,101,4,97,1.47,323.59,90.95,93.88,101.0,95.92
2024-07-08,Machine_06,Line_C,Morning,84,3,81,0.73,164.8,77.69,96.94,84.0,95.4
2024-07-08,Machine_07,Line_A,Morning,107,3,104,0.16,25.56,103.16,99.33,107.0,97.06
2024-07-08,Machine_08,Line_A,Night,107,5,102,0.55,128.67,99.4,97.69,107.0,95.09
2024-07-08,Machine_09,Line_A,Night,97,1,96,0.83,110.18,91.96,96.53,97.0,98.21
2024-07-08,Machine_10,Line_B,Evening,119,4,115,0.32,71.34,113.33,98.68,119.0,96.51
2024-07-09,Machine_01,Line_C,Evening,103,2,101,0.91,190.75,96.95,96.22,103.0,97.82
2024-07-09,Machine_02,Line_A,Night,87,1,86,0.38,88.77,83.81,98.44,87.0,97.87
2024-07-09,Machine_03,Line_B,Evening,109,5,104,0.01,2.06,103.75,99.95,109.0,95.23
2024-07-09,Machine_04,Line_C,Evening,87,1,86,0.83,248.22,82.54,96.54,87.0,98.28
2024-07-09,Machine_05,Line_D,Morning,89,3,86,0.18,52.42,84.87,99.26,89.0,96.07
2024-07-09,Machine_06,Line_A,Morning,110,5,105,0.01,2.39,104.55,99.94,110.0,95.11
2024-07-09,Machine_07,Line_B,Morning,90,2,88,0.01,1.72,87.22,99.96,90.0,96.94
2024-07-09,Machine_08,Line_D,Evening,106,4,102,0.25,26.06,100.17,98.94,106.0,95.51
2024-07-09,Machine_09,Line_C,Evening,117,2,115,0.22,52.9,113.59,99.06,117.0,98.0
2024-07-09,Machine_10,Line_D,Evening,108,4,104,0.1,19.15,103.12,99.59,108.0,95.88
2024-07-10,Machine_01,Line_C,Evening,118,3,115,0.26,29.36,113.44,98.92,118.0,97.18
2024-07-10,Machine_02,Line_B,Evening,109,2,107,0.59,102.09,103.67,97.55,109.0,97.5
2024-07-10,Machine_03,Line_A,Night,92,3,89,0.75,204.71,85.89,96.89,92.0,96.36
2024-07-10,Machine_04,Line_C,Morning,103,1,102,0.13,30.51,100.49,99.48,103.0,98.07
2024-07-10,Machine_05,Line_B,Morning,97,2,95,2.22,308.65,85.43,90.76,97.0,97.05
2024-07-10,Machine_06,Line_B,Morning,103,2,101,0.11,27.64,99.61,99.55,103.0,97.15
2024-07-10,Machine_07,Line_C,Night,105,2,103,0.31,64.13,100.8,98.7,105.0,97.26
2024-07-10,Machine_08,Line_D,Evening,80,2,78,0.02,4.41,77.19,99.92,80.0,96.56
2024-07-10,Machine_09,Line_A,Night,115,4,111,0.32,85.24,108.76,98.69,115.0,95.83
2024-07-10,Machine_10,Line_A,Morning,116,3,113,0.45,62.18,110.61,98.14,116.0,97.16
2024-07-11,Machine_01,Line_C,Night,80,1,79,0.32,79.86,77.02,98.67,80.0,97.56
2024-07-11,Machine_02,Line_B,Evening,119,1,118,0.38,37.95,115.37,98.44,119.0,98.49
2024-07-11,Machine_03,Line_B,Night,92,2,90,0.22,65.07,88.51,99.08,92.0,97.1
2024-07-11,Machine_04,Line_C,Morning,81,3,78,0.87,100.36,74.21,96.37,81.0,95.07
2024-07-11,Machine_05,Line_B,Night,109,5,104,0.24,65.2,102.55,99.02,109.0,95.01
2024-07-11,Machine_06,Line_D,Evening,89,3,86,0.86,207.07,82.58,96.42,89.0,96.23
2024-07-11,Machine_07,Line_D,Morning,85,3,82,0.75,111.15,78.66,96.88,85.0,95.53
2024-07-11,Machine_08,Line_C,Evening,113,1,112,0.25,73.14,110.26,98.94,113.0,98.62
2024-07-11,Machine_09,Line_A,Evening,83,3,80,0.98,279.63,76.31,95.9,83.0,95.87
2024-07-11,Machine_10,Line_C,Night,120,3,117,0.17,44.04,115.18,99.28,120.0,96.67
2024-07-12,Machine_01,Line_B,Night,95,4,91,0.16,20.24,90.07,99.32,95.0,95.46
2024-07-12,Machine_02,Line_C,Night,105,2,103,1.62,204.94,95.54,93.23,105.0,97.6
2024-07-12,Machine_03,Line_C,Morning,117,4,113,0.48,55.17,110.16,98.02,117.0,96.06
2024-07-12,Machine_04,Line_B,Morning,100,4,96,0.07,15.96,95.2,99.69,100.0,95.5
2024-07-12,Machine_05,Line_B,Night,80,3,77,0.74,92.62,74.57,96.91,80.0,96.18
2024-07-12,Machine_06,Line_C,Evening,80,2,78,0.03,7.61,77.0,99.88,80.0,96.37
2024-07-12,Machine_07,Line_A,Evening,80,2,78,0.64,167.2,75.6,97.34,80.0,97.09
2024-07-12,Machine_08,Line_D,Evening,104,4,100,0.08,10.23,99.61,99.68,104.0,96.09
2024-07-12,Machine_09,Line_A,Evening,82,2,80,0.4,62.34,78.34,98.32,82.0,97.16
2024-07-12,Machine_10,Line_D,Morning,81,3,78,0.95,113.95,74.72,96.03,81.0,96.05
2024-07-13,Machine_01,Line_C,Morning,80,2,78,0.63,84.76,75.67,97.36,80.0,97.15
2024-07-13,Machine_02,Line_C,Morning,102,1,101,0.33,35.97,98.68,98.64,102.0,98.08
2024-07-13,Machine_03,Line_A,Night,105,4,101,0.4,89.34,98.6,98.32,105.0,95.51
2024-07-13,Machine_04,Line_B,Night,87,3,84,0.43,97.79,82.12,98.19,87.0,96.13
2024-07-13,Machine_05,Line_A,Night,105,4,101,0.45,126.65,98.84,98.14,105.0,95.92
2024-07-13,Machine_06,Line_D,Night,98,2,96,0.18,49.74,95.25,99.25,98.0,97.93
2024-07-13,Machine_07,Line_B,Evening,119,2,117,2.87,367.76,102.51,88.05,119.0,97.84
2024-07-13,Machine_08,Line_A,Night,93,1,92,1.14,284.81,86.97,95.24,93.0,98.19
2024-07-13,Machine_09,Line_C,Night,100,3,97,1.16,132.21,92.19,95.15,100.0,96.89
2024-07-13,Machine_10,Line_B,Night,96,3,93,0.03,4.6,91.96,99.86,96.0,95.92
2024-07-14,Machine_01,Line_A,Night,93,3,90,0.76,111.63,86.87,96.82,93.0,96.48
2024-07-14,Machine_02,Line_B,Night,101,3,98,0.96,141.2,93.55,95.98,101.0,96.5
2024-07-14,Machine_03,Line_C,Night,116,5,111,0.01,1.14,110.56,99.97,116.0,95.34
2024-07-14,Machine_04,Line_C,Morning,101,3,98,1.08,246.52,93.2,95.48,101.0,96.64
2024-07-14,Machine_05,Line_B,Evening,114,1,113,0.83,239.16,108.54,96.53,114.0,98.64
2024-07-14,Machine_06,Line_B,Night,92,2,90,0.51,82.33,87.96,97.87,92.0,97.69
2024-07-14,Machine_07,Line_D,Evening,111,4,107,0.52,79.69,104.15,97.83,111.0,95.91
2024-07-14,Machine_08,Line_A,Morning,86,2,84,0.09,24.8,83.18,99.6,86.0,97.11
2024-07-14,Machine_09,Line_A,Evening,101,1,100,0.86,250.48,95.91,96.42,101.0,98.49
2024-07-14,Machine_10,Line_A,Evening,98,3,95,0.04,5.06,94.55,99.83,98.0,96.65
2024-07-15,Machine_01,Line_D,Morning,113,3,110,0.72,124.23,106.4,96.99,113.0,97.08
2024-07-15,Machine_02,Line_D,Evening,108,2,106,2.51,581.92,94.66,89.53,108.0,97.9
2024-07-15,Machine_03,Line_D,Evening,118,1,117,1.32,280.04,109.68,94.52,118.0,98.34
2024-07-15,Machine_04,Line_D,Evening,80,3,77,0.36,96.57,75.43,98.48,80.0,95.74
2024-07-15,Machine_05,Line_B,Evening,114,3,111,0.71,150.44,106.78,97.05,114.0,96.51
2024-07-15,Machine_06,Line_C,Night,106,1,105,1.57,359.2,97.85,93.48,106.0,98.75
2024-07-15,Machine_07,Line_D,Night,100,1,99,0.9,202.01,95.02,96.23,100.0,98.74
2024-07-15,Machine_08,Line_B,Evening,92,3,89,0.25,37.59,88.06,98.96,92.0,96.72
2024-07-15,Machine_09,Line_A,Evening,85,1,84,0.19,54.86,82.95,99.19,85.0,98.38
2024-07-15,Machine_10,Line_A,Night,118,1,117,0.01,0.62,116.67,99.98,118.0,98.89
2024-07-16,Machine_01,Line_B,Evening,83,3,80,0.59,128.36,77.06,97.54,83.0,95.19
2024-07-16,Machine_02,Line_B,Morning,96,1,95,0.14,31.21,93.92,99.42,96.0,98.4
2024-07-16,Machine_03,Line_B,Morning,80,2,78,0.35,53.16,76.19,98.54,80.0,96.65
2024-07-16,Machine_04,Line_D,Night,80,1,79,0.41,116.83,77.61,98.29,80.0,98.7
2024-07-16,Machine_05,Line_A,Morning,115,3,112,0.94,274.46,106.8,96.07,115.0,96.67
2024-07-16,Machine_06,Line_A,Night,100,2,98,0.14,24.77,97.15,99.42,100.0,97.72
2024-07-16,Machine_07,Line_D,Evening,102,4,98,0.62,72.24,95.42,97.4,102.0,96.04
2024-07-16,Machine_08,Line_B,Night,118,5,113,0.11,19.32,112.05,99.54,118.0,95.39
2024-07-16,Machine_09,Line_A,Night,117,4,113,0.78,159.8,108.56,96.73,117.0,95.92
2024-07-16,Machine_10,Line_C,Evening,101,3,98,0.04,7.76,97.16,99.85,101.0,96.34
2024-07-17,Machine_01,Line_A,Morning,119,3,116,0.72,134.64,112.06,97.01,119.0,97.07
2024-07-17,Machine_02,Line_A,Evening,97,3,94,0.01,0.84,93.15,99.97,97.0,96.07
2024-07-17,Machine_03,Line_D,Evening,108,4,104,0.55,139.12,101.06,97.7,108.0,95.77
2024-07-17,Machine_04,Line_A,Evening,104,4,100,0.12,34.23,98.77,99.49,104.0,95.46
2024-07-17,Machine_05,Line_A,Evening,83,1,82,0.06,16.16,81.52,99.75,83.0,98.46
2024-07-17,Machine_06,Line_C,Night,87,0,87,1.4,172.93,81.03,94.17,87.0,98.9
2024-07-17,Machine_07,Line_C,Morning,105,1,104,2.52,265.05,92.89,89.52,105.0,98.83
2024-07-17,Machine_08,Line_D,Evening,90,3,87,0.15,28.9,85.57,99.38,90.0,95.67
2024-07-17,Machine_09,Line_C,Evening,89,3,86,0.11,25.81,85.56,99.55,89.0,96.57
2024-07-17,Machine_10,Line_B,Morning,106,2,104,0.08,17.34,103.33,99.65,106.0,97.82
2024-07-18,Machine_01,Line_D,Night,93,3,90,0.12,12.58,88.97,99.52,93.0,96.13
2024-07-18,Machine_02,Line_C,Night,101,3,98,0.14,28.52,96.81,99.4,101.0,96.42
2024-07-18,Machine_03,Line_D,Evening,83,2,81,0.67,150.6,77.77,97.2,83.0,96.4
2024-07-18,Machine_04,Line_C,Night,110,3,107,0.32,68.93,105.14,98.68,110.0,96.86
2024-07-18,Machine_05,Line_C,Night,111,4,107,0.11,21.97,106.08,99.56,111.0,95.99
2024-07-18,Machine_06,Line_A,Evening,112,2,110,0.31,67.6,108.0,98.69,112.0,97.71
2024-07-18,Machine_07,Line_B,Evening,117,5,112,1.23,355.3,105.69,94.86,117.0,95.23
2024-07-18,Machine_08,Line_C,Evening,120,1,119,0.48,101.86,115.98,97.99,120.0,98.63
2024-07-18,Machine_09,Line_B,Morning,84,3,81,0.02,5.65,80.01,99.91,84.0,95.33
2024-07-18,Machine_10,Line_C,Morning,110,4,106,0.63,73.18,102.58,97.39,110.0,95.76
2024-07-19,Machine_01,Line_C,Night,89,1,88,0.09,17.47,86.73,99.6,89.0,97.84
2024-07-19,Machine_02,Line_A,Evening,104,2,102,0.73,87.31,98.76,96.96,104.0,97.94
2024-07-19,Machine_03,Line_A,Evening,115,4,111,1.1,278.6,104.97,95.42,115.0,95.66
2024-07-19,Machine_04,Line_B,Evening,83,2,81,0.13,23.25,80.17,99.45,83.0,97.12
2024-07-19,Machine_05,Line_D,Night,93,2,91,1.01,191.92,86.27,95.8,93.0,96.83
2024-07-19,Machine_06,Line_D,Night,104,5,99,0.05,10.45,98.77,99.8,104.0,95.16
2024-07-19,Machine_07,Line_B,Evening,83,2,81,0.3,79.16,79.06,98.76,83.0,96.45
2024-07-19,Machine_08,Line_B,Night,91,3,88,1.92,393.38,80.45,92.01,91.0,96.08
2024-07-19,Machine_09,Line_B,Night,115,4,111,0.12,28.47,110.13,99.51,115.0,96.24
2024-07-19,Machine_10,Line_C,Night,120,3,117,0.65,127.45,113.05,97.31,120.0,96.81
2024-07-20,Machine_01,Line_C,Evening,114,2,112,0.18,29.72,110.51,99.27,114.0,97.65
2024-07-20,Machine_02,Line_C,Evening,104,1,103,0.69,157.56,99.76,97.12,104.0,98.78
2024-07-20,Machine_03,Line_B,Morning,98,1,97,0.64,117.66,93.66,97.34,98.0,98.18
2024-07-20,Machine_04,Line_C,Night,100,2,98,0.8,237.64,94.49,96.68,100.0,97.73
2024-07-20,Machine_05,Line_C,Night,106,5,101,0.54,65.85,98.74,97.77,106.0,95.28
2024-07-20,Machine_06,Line_D,Night,83,0,83,0.54,70.62,80.31,97.74,83.0,99.0
2024-07-20,Machine_07,Line_A,Morning,106,1,105,0.12,34.22,103.97,99.52,106.0,98.56
2024-07-20,Machine_08,Line_B,Night,105,3,102,0.15,31.75,101.32,99.39,105.0,97.08
2024-07-20,Machine_09,Line_A,Night,82,2,80,0.3,36.26,78.81,98.77,82.0,97.32
2024-07-20,Machine_10,Line_D,Night,96,4,92,0.72,99.34,88.66,97.0,96.0,95.22
2024-07-21,Machine_01,Line_C,Night,84,3,81,0.03,4.01,80.29,99.86,84.0,95.71
