date,campaign_name,channel,ad_type,impressions,clicks,conversions,cost,revenue,ctr,conversion_rate,cpc,cpa,roas
2024-06-27,Social_Media_Ads,TikTok,Shopping,88179,1629,67,1181.95,15632.98,1.85,4.16,0.73,17.64,13.23
2024-06-27,Retargeting_Campaign,Instagram,Display,552062,15756,420,3592.21,36498.03,2.85,2.67,0.23,8.55,10.16
2024-06-27,Black_Friday_2024,Instagram,Native,672125,18940,637,4884.79,248261.49,2.82,3.37,0.26,7.67,50.82
2024-06-27,Brand_Awareness,LinkedIn,Search,56422,3375,130,1590.96,55764.51,5.98,3.86,0.47,12.24,35.05
2024-06-27,Holiday_Campaign,Twitter,Display,291085,6851,256,2862.58,106008.54,2.35,3.75,0.42,11.18,37.03
2024-06-28,Summer_Sale_2024,Facebook,Video,910562,44231,570,4969.36,146686.13,4.86,1.29,0.11,8.72,29.52
2024-06-28,Summer_Sale_2024,Instagram,Search,132816,9522,207,1416.75,16908.22,7.17,2.18,0.15,6.84,11.93
2024-06-28,Social_Media_Ads,Instagram,Video,260123,6447,296,3783.55,79018.85,2.48,4.61,0.59,12.78,20.88
2024-06-28,Product_Launch_Q1,LinkedIn,Shopping,51413,1321,35,1268.3,12617.26,2.57,2.72,0.96,36.24,9.95
2024-06-29,Brand_Awareness,Email,Search,169525,6660,306,2450.71,125635.26,3.93,4.61,0.37,8.01,51.26
2024-06-29,Holiday_Campaign,Facebook,Native,223077,5264,160,3086.84,75088.94,2.36,3.05,0.59,19.29,24.33
2024-06-29,Retargeting_Campaign,Twitter,Shopping,433982,12565,236,2552.79,33190.37,2.9,1.88,0.2,10.82,13.0
2024-06-29,Product_Launch_Q1,Google Ads,Search,150039,10058,224,2321.46,83853.64,6.7,2.23,0.23,10.36,36.12
2024-06-29,Black_Friday_2024,LinkedIn,Search,46962,2280,32,1226.83,15444.21,4.86,1.45,0.54,38.34,12.59
2024-06-29,Product_Launch_Q1,TikTok,Search,97388,3387,54,835.97,23268.6,3.48,1.62,0.25,15.48,27.83
2024-06-29,Retargeting_Campaign,Twitter,Search,35969,1877,30,645.99,9350.49,5.22,1.63,0.34,21.53,14.47
2024-06-30,Retargeting_Campaign,TikTok,Shopping,307626,6106,162,2224.55,79526.33,1.98,2.67,0.36,13.73,35.75
2024-06-30,Google_Search,Email,Shopping,54526,1616,66,498.72,20288.27,2.96,4.14,0.31,7.56,40.68
2024-06-30,Product_Launch_Q1,Instagram,Display,28357,469,16,171.63,2221.86,1.65,3.43,0.37,10.73,12.95
2024-06-30,Summer_Sale_2024,Instagram,Search,58821,4038,173,545.16,31308.43,6.87,4.28,0.14,3.15,57.43
2024-07-01,Social_Media_Ads,Google Ads,Video,112577,2875,127,2558.04,27086.09,2.55,4.45,0.89,20.14,10.59
2024-07-01,Social_Media_Ads,Email,Video,100523,4726,89,1825.75,34596.22,4.7,1.9,0.39,20.51,18.95
2024-07-01,Black_Friday_2024,LinkedIn,Native,9212,116,1,246.27,322.96,1.26,1.62,2.12,246.27,1.31
2024-07-01,Retargeting_Campaign,Instagram,Shopping,451146,9354,434,3601.63,188353.78,2.07,4.65,0.39,8.3,52.3
2024-07-01,Product_Launch_Q1,Facebook,Shopping,137433,2156,98,1850.37,39023.23,1.57,4.55,0.86,18.88,21.09
2024-07-02,Holiday_Campaign,Facebook,Native,168809,2020,80,2063.79,25704.69,1.2,4.0,1.02,25.8,12.46
2024-07-02,Holiday_Campaign,Email,Search,260852,12946,223,4646.88,18078.74,4.96,1.73,0.36,20.84,3.89
2024-07-02,Product_Launch_Q1,Facebook,Display,223718,4975,109,2064.49,18663.26,2.22,2.2,0.41,18.94,9.04
2024-07-02,Social_Media_Ads,Google Ads,Shopping,191089,3688,39,3652.4,7495.96,1.93,1.06,0.99,93.65,2.05
2024-07-02,Google_Search,Email,Native,578576,7874,107,4626.85,7595.52,1.36,1.36,0.59,43.24,1.64
2024-07-02,Email_Newsletter,Google Ads,Search,41419,2591,58,925.71,24647.72,6.26,2.27,0.36,15.96,26.63
2024-07-02,Black_Friday_2024,Facebook,Video,79175,2297,65,450.14,21658.87,2.9,2.85,0.2,6.93,48.12
2024-07-03,Product_Launch_Q1,Facebook,Video,81280,3112,110,490.5,22324.18,3.83,3.54,0.16,4.46,45.51
2024-07-03,Black_Friday_2024,TikTok,Shopping,803291,19558,305,4441.79,102729.57,2.43,1.56,0.23,14.56,23.13
2024-07-03,Email_Newsletter,Facebook,Display,202522,3826,173,1104.46,58353.08,1.89,4.52,0.29,6.38,52.83
2024-07-04,Email_Newsletter,Instagram,Search,228568,13389,374,2968.22,130128.48,5.86,2.8,0.22,7.94,43.84
2024-07-04,Summer_Sale_2024,Twitter,Native,69797,1914,68,714.59,33162.13,2.74,3.57,0.37,10.51,46.41
2024-07-04,Social_Media_Ads,TikTok,Search,446797,13924,599,3637.83,73804.04,3.12,4.3,0.26,6.07,20.29
2024-07-04,Holiday_Campaign,Facebook,Video,25488,866,39,147.25,5148.61,3.4,4.56,0.17,3.78,34.97
2024-07-04,Product_Launch_Q1,Facebook,Video,57591,1164,45,299.66,2732.45,2.02,3.95,0.26,6.66,9.12
2024-07-05,Summer_Sale_2024,Google Ads,Native,148583,1744,37,3562.96,16666.17,1.17,2.14,2.04,96.3,4.68
2024-07-05,Holiday_Campaign,LinkedIn,Search,122713,8315,114,2957.37,46893.07,6.78,1.38,0.36,25.94,15.86
2024-07-05,Black_Friday_2024,Twitter,Shopping,124945,3567,137,2355.11,61841.41,2.85,3.85,0.66,17.19,26.26
2024-07-05,Holiday_Campaign,Email,Display,313024,4842,60,3178.24,24623.49,1.55,1.24,0.66,52.97,7.75
2024-07-05,Retargeting_Campaign,Email,Shopping,702266,20369,538,3862.63,264137.9,2.9,2.64,0.19,7.18,68.38
2024-07-05,Holiday_Campaign,Google Ads,Display,204227,3224,128,3975.81,42994.94,1.58,3.99,1.23,31.06,10.81
2024-07-06,Summer_Sale_2024,Instagram,Display,328819,8126,396,4306.17,171110.12,2.47,4.88,0.53,10.87,39.74
2024-07-06,Holiday_Campaign,Email,Search,22055,1389,63,223.3,29745.3,6.3,4.57,0.16,3.54,133.21
2024-07-06,Retargeting_Campaign,Twitter,Display,227626,2287,56,3324.0,25652.78,1.0,2.45,1.45,59.36,7.72
2024-07-06,Black_Friday_2024,TikTok,Shopping,395995,5910,190,2392.81,86236.38,1.49,3.22,0.4,12.59,36.04
2024-07-06,Social_Media_Ads,Instagram,Shopping,311959,7195,166,2117.37,70113.46,2.31,2.32,0.29,12.76,33.11
2024-07-06,Email_Newsletter,Twitter,Search,377392,24365,419,4531.31,155472.94,6.46,1.72,0.19,10.81,34.31
2024-07-07,Social_Media_Ads,Instagram,Search,295193,9141,224,4069.97,15204.0,3.1,2.45,0.45,18.17,3.74
2024-07-07,Brand_Awareness,Twitter,Native,98531,2450,31,1696.77,12730.16,2.49,1.27,0.69,54.73,7.5
2024-07-07,Summer_Sale_2024,Email,Search,277876,21024,857,4936.56,316961.08,7.57,4.08,0.23,5.76,64.21
2024-07-07,Google_Search,LinkedIn,Native,221996,4683,174,4927.35,31352.37,2.11,3.73,1.05,28.32,6.36
2024-07-07,Google_Search,Email,Shopping,221842,6316,278,1330.21,53646.01,2.85,4.41,0.21,4.78,40.33
2024-07-08,Social_Media_Ads,Instagram,Shopping,243550,5192,106,3627.93,23087.6,2.13,2.05,0.7,34.23,6.36
2024-07-08,Black_Friday_2024,Google Ads,Native,127558,3594,159,3536.76,54349.53,2.82,4.45,0.98,22.24,15.37
2024-07-08,Black_Friday_2024,LinkedIn,Display,234418,4723,86,3366.17,39096.09,2.02,1.83,0.71,39.14,11.61
2024-07-08,Summer_Sale_2024,Email,Video,429899,18447,347,4046.59,136608.5,4.29,1.88,0.22,11.66,33.76
2024-07-08,Google_Search,Instagram,Display,512713,9293,228,2675.78,111756.41,1.81,2.46,0.29,11.74,41.77
2024-07-09,Holiday_Campaign,TikTok,Native,261159,6743,254,3236.08,50413.01,2.58,3.78,0.48,12.74,15.58
2024-07-09,Black_Friday_2024,Google Ads,Search,167780,12944,230,1804.75,27978.1,7.72,1.78,0.14,7.85,15.5
2024-07-09,Black_Friday_2024,LinkedIn,Video,258834,10015,443,4827.46,66689.57,3.87,4.43,0.48,10.9,13.81
2024-07-10,Holiday_Campaign,TikTok,Display,324631,3600,116,3488.22,39623.45,1.11,3.24,0.97,30.07,11.36
2024-07-10,Product_Launch_Q1,Email,Display,309907,8677,247,3668.89,69946.43,2.8,2.86,0.42,14.85,19.06
2024-07-10,Holiday_Campaign,Twitter,Video,298303,7096,165,4182.85,9746.55,2.38,2.33,0.59,25.35,2.33
2024-07-11,Email_Newsletter,Google Ads,Search,253869,8426,102,3759.95,16175.93,3.32,1.22,0.45,36.86,4.3
2024-07-11,Brand_Awareness,Twitter,Display,1041089,16053,400,4835.75,40806.97,1.54,2.5,0.3,12.09,8.44
2024-07-11,Social_Media_Ads,Instagram,Native,357373,6583,179,3492.39,70139.99,1.84,2.73,0.53,19.51,20.08
2024-07-11,Brand_Awareness,Twitter,Video,251081,8618,309,4845.02,127978.6,3.43,3.59,0.56,15.68,26.41
2024-07-11,Brand_Awareness,LinkedIn,Native,340494,6681,195,4163.95,69828.66,1.96,2.93,0.62,21.35,16.77
2024-07-11,Social_Media_Ads,Email,Shopping,349224,5296,232,4429.6,91777.16,1.52,4.4,0.84,19.09,20.72
2024-07-11,Google_Search,TikTok,Display,299662,6219,71,4374.7,32803.88,2.08,1.15,0.7,61.62,7.5
2024-07-12,Product_Launch_Q1,Google Ads,Search,107673,6111,302,1636.35,44267.22,5.68,4.95,0.27,5.42,27.05
2024-07-12,Summer_Sale_2024,Email,Display,131105,2432,91,2190.16,24134.78,1.86,3.78,0.9,24.07,11.02
2024-07-12,Brand_Awareness,Google Ads,Video,91187,3765,56,1281.1,7234.8,4.13,1.49,0.34,22.88,5.65
2024-07-12,Product_Launch_Q1,LinkedIn,Shopping,81459,1846,50,1341.31,15077.51,2.27,2.76,0.73,26.83,11.24
2024-07-12,Google_Search,LinkedIn,Native,258519,6451,199,3394.8,83040.08,2.5,3.09,0.53,17.06,24.46
2024-07-12,Holiday_Campaign,LinkedIn,Video,72390,3182,154,1949.95,23081.86,4.4,4.86,0.61,12.66,11.84
2024-07-12,Product_Launch_Q1,Facebook,Shopping,12805,172,7,187.64,2486.75,1.35,4.62,1.09,26.81,13.25
2024-07-13,Summer_Sale_2024,Google Ads,Display,221383,4056,93,4742.75,29122.28,1.83,2.3,1.17,51.0,6.14
2024-07-13,Email_Newsletter,Email,Native,302264,6559,161,2093.26,80088.81,2.17,2.46,0.32,13.0,38.26
2024-07-13,Product_Launch_Q1,TikTok,Search,166409,7080,89,2229.0,38645.44,4.26,1.26,0.31,25.04,17.34
2024-07-13,Product_Launch_Q1,LinkedIn,Shopping,81563,1509,56,1374.77,14598.19,1.85,3.72,0.91,24.55,10.62
2024-07-14,Summer_Sale_2024,Twitter,Search,194150,15428,585,3296.45,211074.39,7.95,3.79,0.21,5.63,64.03
2024-07-14,Social_Media_Ads,LinkedIn,Shopping,13640,356,9,296.01,2827.27,2.61,2.58,0.83,32.89,9.55
2024-07-14,Black_Friday_2024,Email,Display,302402,6049,263,1474.33,64657.93,2.0,4.36,0.24,5.61,43.86
2024-07-14,Social_Media_Ads,Instagram,Native,100117,2117,98,1391.33,41698.72,2.12,4.66,0.66,14.2,29.97
2024-07-14,Email_Newsletter,Facebook,Video,269144,8071,174,3355.68,62303.3,3.0,2.16,0.42,19.29,18.57
2024-07-14,Holiday_Campaign,LinkedIn,Native,129697,3438,128,2129.81,26188.48,2.65,3.75,0.62,16.64,12.3
2024-07-15,Social_Media_Ads,TikTok,Video,201987,9180,327,1545.65,154670.62,4.55,3.57,0.17,4.73,100.07
2024-07-15,Summer_Sale_2024,Email,Shopping,24477,375,13,354.82,4882.3,1.53,3.72,0.95,27.29,13.76
2024-07-15,Retargeting_Campaign,LinkedIn,Display,187021,3244,85,4768.07,31632.08,1.73,2.65,1.47,56.09,6.63
2024-07-15,Brand_Awareness,TikTok,Display,137552,1746,86,1547.34,15416.08,1.27,4.97,0.89,17.99,9.96
2024-07-16,Retargeting_Campaign,Twitter,Display,1200260,22424,852,4322.67,373690.64,1.87,3.8,0.19,5.07,86.45
2024-07-16,Social_Media_Ads,Twitter,Shopping,277635,6766,321,2405.42,102920.12,2.44,4.75,0.36,7.49,42.79
2024-07-16,Summer_Sale_2024,Twitter,Video,240571,6737,171,3837.76,19395.7,2.8,2.54,0.57,22.44,5.05
2024-07-16,Retargeting_Campaign,TikTok,Native,464839,7263,147,4056.08,12298.39,1.56,2.02,0.56,27.59,3.03
2024-07-16,Holiday_Campaign,LinkedIn,Shopping,142907,3898,151,1898.52,52575.08,2.73,3.89,0.49,12.57,27.69
2024-07-17,Black_Friday_2024,Email,Native,1056574,23943,684,3296.31,185364.6,2.27,2.86,0.14,4.82,56.23
2024-07-17,Holiday_Campaign,TikTok,Search,334065,19339,359,4821.51,112215.36,5.79,1.86,0.25,13.43,23.27
2024-07-17,Google_Search,Twitter,Native,349747,8358,251,3981.11,123040.23,2.39,3.01,0.48,15.86,30.91
2024-07-17,Google_Search,Twitter,Shopping,154561,2878,40,1477.61,9273.35,1.86,1.42,0.51,36.94,6.28
2024-07-17,Email_Newsletter,Twitter,Shopping,235259,2421,100,4249.79,27618.25,1.03,4.16,1.76,42.5,6.5
2024-07-17,Black_Friday_2024,Instagram,Video,329869,11805,547,3886.69,259226.05,3.58,4.64,0.33,7.11,66.7
2024-07-18,Social_Media_Ads,TikTok,Native,214171,4527,72,1417.96,9176.55,2.11,1.59,0.31,19.69,6.47
2024-07-18,Email_Newsletter,TikTok,Native,279853,5780,178,3352.37,46932.37,2.07,3.09,0.58,18.83,14.0
2024-07-18,Email_Newsletter,Twitter,Native,451705,10846,480,3319.44,152457.23,2.4,4.43,0.31,6.92,45.93
2024-07-19,Summer_Sale_2024,Instagram,Shopping,116589,2438,68,858.13,4703.82,2.09,2.8,0.35,12.62,5.48
2024-07-19,Social_Media_Ads,Instagram,Native,17614,189,6,246.71,1104.53,1.08,3.46,1.31,41.12,4.48
2024-07-19,Google_Search,LinkedIn,Search,193847,9247,337,2515.98,108091.55,4.77,3.65,0.27,7.47,42.96
2024-07-19,Black_Friday_2024,Instagram,Shopping,296010,3784,131,3809.7,62271.27,1.28,3.46,1.01,29.08,16.35
2024-07-19,Product_Launch_Q1,Facebook,Search,71636,3355,161,906.57,53285.1,4.68,4.82,0.27,5.63,58.78
2024-07-20,Product_Launch_Q1,Facebook,Video,364328,10129,483,4597.11,188366.42,2.78,4.77,0.45,9.52,40.98
2024-07-20,Black_Friday_2024,Facebook,Video,143992,5009,139,767.48,61356.24,3.48,2.79,0.15,5.52,79.95
2024-07-20,Email_Newsletter,Twitter,Shopping,17966,243,2,215.55,119.99,1.36,1.2,0.89,107.78,0.56
2024-07-20,Retargeting_Campaign,Instagram,Native,140299,3537,110,1941.7,26802.07,2.52,3.12,0.55,17.65,13.8
2024-07-20,Holiday_Campaign,Twitter,Display,289499,3890,185,4434.76,73595.18,1.34,4.76,1.14,23.97,16.6
2024-07-20,Email_Newsletter,LinkedIn,Video,111081,2424,58,2561.06,19820.69,2.18,2.41,1.06,44.16,7.74
2024-07-21,Summer_Sale_2024,LinkedIn,Shopping,233573,6706,332,2856.21,96928.27,2.87,4.95,0.43,8.6,33.94
2024-07-21,Brand_Awareness,Email,Display,217864,6380,157,2168.81,42500.59,2.93,2.48,0.34,13.81,19.6
2024-07-21,Summer_Sale_2024,Google Ads,Display,78313,2231,57,1341.08,17016.23,2.85,2.59,0.6,23.53,12.69
2024-07-21,Holiday_Campaign,Facebook,Display,429026,8037,165,4427.8,26840.39,1.87,2.06,0.55,26.84,6.06
2024-07-21,Retargeting_Campaign,TikTok,Native,280349,5802,76,4163.24,29485.54,2.07,1.32,0.72,54.78,7.08
2024-07-21,Google_Search,Twitter,Shopping,202245,5285,118,1863.06,53370.53,2.61,2.24,0.35,15.79,28.65
2024-07-21,Holiday_Campaign,Twitter,Native,177769,2256,24,2972.16,1811.44,1.27,1.07,1.32,123.84,0.61
2024-07-22,Retargeting_Campaign,Instagram,Search,265509,14587,621,1844.83,222443.06,5.49,4.26,0.13,2.97,120.58
2024-07-22,Holiday_Campaign,Instagram,Search,320576,11274,315,4757.79,93465.23,3.52,2.8,0.42,15.1,19.64
2024-07-22,Summer_Sale_2024,LinkedIn,Video,49601,2425,26,1029.43,11975.58,4.89,1.11,0.42,39.59,11.63
2024-07-22,Google_Search,Instagram,Video,196805,6318,302,1950.0,85951.55,3.21,4.79,0.31,6.46,44.08
2024-07-22,Social_Media_Ads,LinkedIn,Shopping,74991,2180,71,1442.89,25789.52,2.91,3.28,0.66,20.32,17.87
2024-07-22,Retargeting_Campaign,Instagram,Video,423369,20167,561,4398.89,200494.56,4.76,2.78,0.22,7.84,45.58
2024-07-23,Black_Friday_2024,Email,Shopping,459433,9100,258,3281.77,74830.12,1.98,2.84,0.36,12.72,22.8
2024-07-23,Holiday_Campaign,TikTok,Search,314337,13925,465,2716.52,54226.7,4.43,3.34,0.2,5.84,19.96
2024-07-23,Black_Friday_2024,LinkedIn,Shopping,201651,3239,113,4680.78,36237.47,1.61,3.5,1.45,41.42,7.74
2024-07-24,Email_Newsletter,Twitter,Shopping,391595,4016,105,1986.28,16238.79,1.03,2.62,0.49,18.92,8.18
2024-07-24,Google_Search,Facebook,Video,110310,4319,200,1284.18,72977.04,3.92,4.65,0.3,6.42,56.83
2024-07-24,Retargeting_Campaign,Instagram,Search,555260,32166,420,3782.81,29944.44,5.79,1.31,0.12,9.01,7.92
2024-07-24,Social_Media_Ads,Twitter,Native,29038,411,19,561.39,8371.57,1.42,4.75,1.37,29.55,14.91
2024-07-25,Email_Newsletter,Instagram,Shopping,592016,12797,525,4071.24,135073.86,2.16,4.11,0.32,7.75,33.18
2024-07-25,Brand_Awareness,Facebook,Video,260637,10504,460,2854.3,23959.24,4.03,4.38,0.27,6.21,8.39
2024-07-25,Brand_Awareness,TikTok,Search,380261,16109,302,2339.18,37467.05,4.24,1.88,0.15,7.75,16.02
2024-07-25,Product_Launch_Q1,Google Ads,Native,206282,5511,271,4777.86,79478.93,2.67,4.92,0.87,17.63,16.63
2024-07-26,Brand_Awareness,LinkedIn,Video,146975,6569,268,2856.96,57591.56,4.47,4.09,0.43,10.66,20.16
2024-07-26,Black_Friday_2024,Twitter,Search,162670,6600,101,2200.82,47975.66,4.06,1.54,0.33,21.79,21.8
2024-07-26,Summer_Sale_2024,TikTok,Video,200281,7346,260,2526.6,32121.65,3.67,3.54,0.34,9.72,12.71
2024-07-26,Email_Newsletter,Instagram,Display,490592,9650,323,3482.16,130879.52,1.97,3.36,0.36,10.78,37.59
2024-07-26,Google_Search,LinkedIn,Video,35028,1094,11,768.6,4345.93,3.13,1.02,0.7,69.87,5.65
2024-07-26,Social_Media_Ads,LinkedIn,Search,67467,3559,134,1637.47,7495.84,5.28,3.78,0.46,12.22,4.58
2024-07-26,Email_Newsletter,Instagram,Shopping,9772,230,8,112.23,541.34,2.36,3.83,0.49,14.03,4.82
2024-07-27,Black_Friday_2024,LinkedIn,Video,263064,7157,101,3679.96,48812.53,2.72,1.41,0.51,36.44,13.26
2024-07-27,Summer_Sale_2024,LinkedIn,Display,368169,3833,175,4978.75,54426.36,1.04,4.58,1.3,28.45,10.93
2024-07-27,Product_Launch_Q1,Instagram,Search,343798,21225,735,2615.36,63273.6,6.17,3.47,0.12,3.56,24.19
2024-07-28,Summer_Sale_2024,Facebook,Video,411879,16586,330,4743.68,115741.83,4.03,1.99,0.29,14.37,24.4
2024-07-28,Summer_Sale_2024,Instagram,Search,150098,10183,445,2032.77,66715.96,6.78,4.38,0.2,4.57,32.82
2024-07-28,Summer_Sale_2024,Facebook,Display,716788,10520,419,4376.88,108693.81,1.47,3.98,0.42,10.45,24.83
2024-07-28,Black_Friday_2024,Google Ads,Native,164387,3964,174,2999.6,79777.38,2.41,4.41,0.76,17.24,26.6
2024-07-28,Summer_Sale_2024,Instagram,Search,520506,39062,1061,2812.67,483005.86,7.5,2.72,0.07,2.65,171.73
2024-07-28,Retargeting_Campaign,Twitter,Search,240116,16409,309,4550.79,39364.57,6.83,1.89,0.28,14.73,8.65
2024-07-28,Email_Newsletter,Twitter,Video,180103,5097,111,3210.4,42095.47,2.83,2.18,0.63,28.92,13.11
2024-07-29,Holiday_Campaign,Email,Video,73140,3594,125,302.73,33864.7,4.91,3.49,0.08,2.42,111.86
2024-07-29,Black_Friday_2024,Instagram,Display,530199,5379,265,3612.73,88284.01,1.01,4.93,0.67,13.63,24.44
2024-07-29,Holiday_Campaign,Facebook,Shopping,544037,13302,489,4728.82,173428.57,2.45,3.68,0.36,9.67,36.67
2024-07-29,Product_Launch_Q1,Email,Search,237067,14971,511,2995.4,63922.82,6.32,3.41,0.2,5.86,21.34
2024-07-30,Product_Launch_Q1,Google Ads,Shopping,440333,13031,145,4488.85,7991.74,2.96,1.12,0.34,30.96,1.78
2024-07-30,Email_Newsletter,Email,Native,144772,4217,173,693.55,18206.23,2.91,4.12,0.16,4.01,26.25
2024-07-30,Holiday_Campaign,Facebook,Shopping,110400,2734,95,1462.86,43161.44,2.48,3.49,0.54,15.4,29.5
2024-07-30,Product_Launch_Q1,Email,Display,67527,1180,32,1211.28,15601.59,1.75,2.73,1.03,37.85,12.88
2024-07-31,Retargeting_Campaign,Google Ads,Video,184618,4915,222,3910.78,46361.27,2.66,4.54,0.8,17.62,11.85
2024-07-31,Product_Launch_Q1,TikTok,Native,384763,3943,75,4319.67,19006.68,1.02,1.91,1.1,57.6,4.4
2024-07-31,Social_Media_Ads,Instagram,Shopping,186135,4978,211,2762.42,28888.98,2.67,4.24,0.55,13.09,10.46
2024-07-31,Holiday_Campaign,Email,Search,48668,1956,97,929.87,35463.03,4.02,4.97,0.48,9.59,38.14
2024-08-01,Social_Media_Ads,Instagram,Native,308235,3631,71,3053.43,11072.66,1.18,1.98,0.84,43.01,3.63
2024-08-01,Brand_Awareness,Google Ads,Native,168731,4565,169,2405.28,15668.79,2.71,3.72,0.53,14.23,6.51
2024-08-01,Google_Search,Instagram,Native,753815,13814,583,4273.64,254340.03,1.83,4.22,0.31,7.33,59.51
2024-08-02,Retargeting_Campaign,Instagram,Display,393275,8055,99,4752.51,26659.48,2.05,1.23,0.59,48.01,5.61
2024-08-02,Brand_Awareness,Google Ads,Video,55296,2641,62,1595.74,15257.78,4.78,2.35,0.6,25.74,9.56
2024-08-02,Email_Newsletter,Facebook,Display,687088,13615,634,4191.78,221306.96,1.98,4.66,0.31,6.61,52.8
2024-08-02,Retargeting_Campaign,Email,Video,306773,6545,160,2958.4,8259.06,2.13,2.45,0.45,18.49,2.79
2024-08-02,Brand_Awareness,Email,Video,846970,30797,537,4762.13,216153.57,3.64,1.75,0.15,8.87,45.39
2024-08-02,Brand_Awareness,Email,Search,205596,6174,174,3941.72,86987.57,3.0,2.83,0.64,22.65,22.07
2024-08-02,Google_Search,TikTok,Display,372239,9029,381,4173.3,34871.52,2.43,4.22,0.46,10.95,8.36
2024-08-03,Social_Media_Ads,TikTok,Video,300133,6017,115,2811.34,11010.29,2.0,1.92,0.47,24.45,3.92
2024-08-03,Brand_Awareness,TikTok,Search,99675,5506,234,1257.55,78638.98,5.52,4.27,0.23,5.37,62.53
2024-08-03,Email_Newsletter,Twitter,Shopping,49194,757,37,977.84,17439.97,1.54,4.94,1.29,26.43,17.84
2024-08-03,Holiday_Campaign,Instagram,Shopping,260644,4927,96,3507.53,39482.0,1.89,1.96,0.71,36.54,11.26
2024-08-04,Black_Friday_2024,Email,Native,232778,5012,124,4480.31,48931.49,2.15,2.49,0.89,36.13,10.92
2024-08-04,Holiday_Campaign,Instagram,Shopping,662681,11526,165,3749.26,12359.73,1.74,1.44,0.33,22.72,3.3
2024-08-04,Summer_Sale_2024,LinkedIn,Display,113239,1745,68,2319.55,14448.84,1.54,3.95,1.33,34.11,6.23
2024-08-04,Black_Friday_2024,Google Ads,Display,72476,1356,17,910.99,7019.61,1.87,1.26,0.67,53.59,7.71
2024-08-04,Holiday_Campaign,TikTok,Video,133649,4754,234,1317.13,18609.74,3.56,4.94,0.28,5.63,14.13
2024-08-04,Brand_Awareness,Instagram,Search,179101,7316,120,1794.25,19152.53,4.09,1.64,0.25,14.95,10.67
2024-08-05,Summer_Sale_2024,Facebook,Search,562970,20429,893,2817.03,153848.06,3.63,4.37,0.14,3.15,54.61
2024-08-05,Brand_Awareness,Instagram,Display,265763,5407,54,2683.61,9227.79,2.03,1.0,0.5,49.7,3.44
2024-08-05,Product_Launch_Q1,TikTok,Display,279971,7378,209,3770.91,75410.51,2.64,2.84,0.51,18.04,20.0
2024-08-05,Google_Search,Facebook,Native,196921,5771,190,1077.04,24483.02,2.93,3.3,0.19,5.67,22.73
2024-08-06,Holiday_Campaign,LinkedIn,Video,149925,3436,47,3570.21,16402.76,2.29,1.37,1.04,75.96,4.59
2024-08-06,Black_Friday_2024,Instagram,Video,216949,6864,92,2320.94,35374.72,3.16,1.34,0.34,25.23,15.24
2024-08-06,Black_Friday_2024,TikTok,Display,65892,1698,55,892.25,17503.48,2.58,3.26,0.53,16.22,19.62
2024-08-07,Product_Launch_Q1,Instagram,Search,581537,17845,491,4591.32,214869.73,3.07,2.76,0.26,9.35,46.8
2024-08-07,Google_Search,Google Ads,Video,232843,5408,260,3057.98,62303.53,2.32,4.82,0.57,11.76,20.37
2024-08-07,Retargeting_Campaign,Google Ads,Display,165660,3534,104,4538.74,39610.13,2.13,2.95,1.28,43.64,8.73
2024-08-07,Google_Search,Email,Native,932467,24697,1232,3164.41,590889.28,2.65,4.99,0.13,2.57,186.73
2024-08-08,Social_Media_Ads,LinkedIn,Video,71123,1478,47,734.52,12626.74,2.08,3.22,0.5,15.63,17.19
2024-08-08,Summer_Sale_2024,Google Ads,Shopping,12665,371,5,379.9,619.22,2.93,1.51,1.02,75.98,1.63
2024-08-08,Email_Newsletter,Google Ads,Search,88700,4968,164,2586.45,24446.03,5.6,3.31,0.52,15.77,9.45
2024-08-08,Retargeting_Campaign,Twitter,Shopping,474178,10549,249,4142.51,64437.65,2.22,2.37,0.39,16.64,15.56
2024-08-08,Social_Media_Ads,Instagram,Search,288932,14682,662,4218.77,123656.64,5.08,4.51,0.29,6.37,29.31
2024-08-08,Brand_Awareness,Email,Search,251299,16287,406,3910.97,162027.08,6.48,2.5,0.24,9.63,41.43
2024-08-08,Retargeting_Campaign,Google Ads,Native,191430,4963,170,3476.0,75642.29,2.59,3.44,0.7,20.45,21.76
2024-08-09,Retargeting_Campaign,Facebook,Native,423860,10263,176,3463.8,70211.65,2.42,1.72,0.34,19.68,20.27
2024-08-09,Retargeting_Campaign,Email,Native,797209,19483,446,4739.25,78868.67,2.44,2.29,0.24,10.63,16.64
2024-08-09,Google_Search,Email,Display,81938,1965,28,1316.15,8458.29,2.4,1.44,0.67,47.01,6.43
2024-08-09,Retargeting_Campaign,Twitter,Display,475083,5136,119,4858.07,22695.5,1.08,2.33,0.95,40.82,4.67
2024-08-09,Black_Friday_2024,TikTok,Shopping,177133,4613,172,2490.13,35189.59,2.6,3.74,0.54,14.48,14.13
2024-08-09,Social_Media_Ads,Facebook,Native,222612,6327,167,2811.33,16303.49,2.84,2.65,0.44,16.83,5.8
2024-08-10,Google_Search,Instagram,Search,268755,16627,813,2422.86,138441.63,6.19,4.89,0.15,2.98,57.14
2024-08-10,Black_Friday_2024,Instagram,Display,122667,3559,48,1839.39,23429.67,2.9,1.37,0.52,38.32,12.74
2024-08-10,Email_Newsletter,Google Ads,Video,195227,4659,186,4962.49,70118.73,2.39,4.0,1.07,26.68,14.13
